"is_attack","P101","MV101","FIT101","LIT101"
1,1,2,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,2,"LT 4.385068655","GT 545.1423"
1,1,2,"LT 4.385068655","GT 545.1423"
1,1,2,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,0,"LT 4.385068655","GT 545.1423"
1,1,0,"LT 4.385068655","GT 545.1423"
1,1,0,"LT 4.385068655","GT 545.1423"
1,1,0,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,0,"GT 4.385068655","GT 545.1423"
1,1,0,"GT 4.385068655","GT 545.1423"
1,1,0,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,0,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,0,"GT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,2,"GT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
1,1,1,"LT 4.385068655","GT 545.1423"
